Sexo,Edad,Provincia,Cantón,Distrito,Nivel Educativo,Tiene Trabajo ,Ocupacion,Modalidad,Estado Civil,Jefe de Familia,Edad del jefe de familia,Sexo del jefe de familia,Nivel educativo del jefe de familia,Ocupación del jefe del hogar,Hace las compras,Toma decisiones administrativas,Material de pisos,Tienen empleada domestica,Dormitorios,Baños,Automóviles,Aspiradora,Lavadora,Secadora,Calentador,Home Theater,Videojuegos,Computadora,Internet,Es padre o encargado,Orientación sexual,Compra por internet 3 meses,Compra por internet 30 días,Ultima vez Internet,Servicio de streaming,Televisión ONLINE
Hombre,24,San José,Montes de Oca,San Pedro,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,24,Hombre,Universitaria Incompleta,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,Si,Si,Si,Si,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Hombre,63,Limón,Pococí,Guápiles,Universitaria Incompleta,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,63,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,No,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Uno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,18,Guanacaste,Nicoya,San Antonio,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,38,Mujer,Secundaria Incompleta,Desocupados,No,No,Cemento (Pulido o no Pulido),No,Cuatro,Uno,Ninguno,No,No,Si,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,Si,Si
Hombre,37,Limón,Pococí,Guápiles,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,37,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,No,No,No,No,Si,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,52,Puntarenas,Buenos Aires,Buenos Aires,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,52,Mujer,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Cinco,Tres,Uno,No,Si,No,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Hace 8 a 15 días,Si,Si
Mujer,20,Puntarenas,Corredores,Laurel,Secundaria Incompleta,No,Estudiante,No aplica,Casado (a)'/' Unión Libre,Si,20,Mujer,Secundaria Incompleta,Estudiantes,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,Si,No,No,Si,No,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Hombre,67,San José,Santa Ana,Santa Ana,Universitaria Incompleta,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,67,Hombre,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Uno,No,Si,Si,Si,Si,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,41,Guanacaste,Tilarán,Arenal,Primaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,41,Hombre,Primaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,No,No,No,No,No,Si,Si,Prefiero no decirlo,No,Si,Más 3 meses,No,No
Mujer,27,Limón,Guácimo,Pocora,Secundaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,28,Hombre,Universitaria Incompleta,Estudiantes,No,No,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,No
Hombre,30,Guanacaste,Carrillo,Sardinal,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,68,Mujer,Universitaria Incompleta,Pensionados,No,No,Cerámica '/' Porcelanato,No,Cuatro,Dos,Dos,No,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,No
Mujer,59,San José,Mora,Colón,Secundaria Completa,No,Ama de casa,No aplica,Viudo (a),Si,59,Mujer,Secundaria Completa,Desocupados,Si,Si,Madera,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,No,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,47,Limón,Limón,Limón,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,47,Hombre,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Dos,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Más 3 meses,No,No
Mujer,45,Alajuela,San Carlos,Aguas Zarcas,Secundaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,No,47,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,26,Alajuela,Alajuela,San José,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,26,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,Si,No,No,Si,Si,Si,Si,Homosexual,Si,Si,Ayer,Si,Si
Mujer,26,Puntarenas,Coto Brus,San Vito,Universitaria Completa,No,Ama de casa,No aplica,Soltero (a),Si,26,Mujer,Universitaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Mujer,33,San José,Pérez Zeledón,San Isidro de El General,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,No,41,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Dos,Si,No,No,No,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,47,San José,Montes de Oca,San Pedro,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,47,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,Si,Dos,Dos,Uno,Si,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,37,San José,San José,Hatillo,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Uno,Si,Si,Si,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,53,Limón,Limón,Limón,Universitaria Completa,Si,Ocupado,Teletrabajo,Separado(a) '/' Divorciado (a),Si,53,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,20,Cartago,Cartago,Guadalupe,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),Si,20,Hombre,Secundaria Completa,Desocupados,Si,Si,Madera,No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,27,San José,Goicoechea,Guadalupe,Universitaria Incompleta,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,27,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,Si,Si,Si,No,No,Si,Si,Si,Si,Homosexual,Si,Si,Ayer,Si,No
Hombre,40,San José,Desamparados,San Antonio,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,40,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,No
Mujer,21,Limón,Siquirres,Siquirres,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),No,72,Hombre,Posgrado,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",No,No,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Cuatro,Cuatro,Dos,Si,Si,No,No,No,No,Si,Si,No,Bisexual,No,No,Ayer,No,No
Hombre,51,San José,Vásquez de Coronado,San Rafael,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),No,86,Hombre,Primaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,No,Cerámica '/' Porcelanato,No,Cinco,Dos,Ninguno,No,Si,Si,No,Si,No,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Hombre,57,San José,Montes de Oca,San Pedro,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,57,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,33,San José,Escazú,Escazú,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,33,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Ninguno,No,No,Si,Si,No,No,Si,Si,No,Otros,Si,Si,Ayer,Si,No
Hombre,20,Guanacaste,Liberia,Liberia,Secundaria Incompleta,No,Desocupado,No aplica,Soltero (a),No,48,Hombre,Secundaria Completa,Desocupados,Si,Si,Tierra,No,Dos,Uno,Ninguno,Si,No,No,No,No,No,No,No,No,Heterosexual,No,No,Ayer,No,No
Hombre,44,San José,Montes de Oca,Mercedes,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,44,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cinco,Dos,Uno,No,No,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,23,San José,San José,Pavas,Posgrado,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,23,Hombre,Posgrado,Directivos y Gerentes,Si,Si,Mármol,Si,Cuatro,Cinco,Cuatro,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,29,San José,San José,Catedral,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,29,Hombre,Universitaria Incompleta,Estudiantes,Si,Si,Cemento (Pulido o no Pulido),Si,Uno,Tres,Tres,Si,No,Si,Si,Si,Si,Si,Si,Si,Heterosexual,No,No,Más 3 meses,Si,Si
Hombre,66,San José,Goicoechea,Rancho Redondo,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,66,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,39,San José,Pérez Zeledón,San Isidro de El General,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,39,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,34,Guanacaste,Liberia,Liberia,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,34,Mujer,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,Si,Si,No,No,Si,Si,Si,Si,Prefiero no decirlo,No,No,Ayer,No,No
Hombre,40,San José,Escazú,Escazú,Universitaria Completa,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,40,Hombre,Universitaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,No,No,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 16 a 30 días,Si,Si
Hombre,25,San José,Escazú,San Antonio,Secundaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),No,55,Mujer,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,Si,Si,Si,No,No,Si,Si,Si,No,Heterosexual,Si,No,Ayer,No,Si
Mujer,23,Puntarenas,Montes De Oro,San Isidro,Universitaria Incompleta,No,Ama de casa,No aplica,Soltero (a),No,24,Hombre,Primaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,45,San José,Alajuelita,Alajuelita,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,45,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Mármol,Si,Cuatro,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,68,Alajuela,Guatuso,San Rafael,Secundaria Incompleta,No,Jubilado '/' pensionado,No aplica,Separado(a) '/' Divorciado (a),Si,68,Hombre,Secundaria Incompleta,Pensionados,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,Si,No,No,No,No,No,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,75,San José,San José,Hatillo,Universitaria Completa,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,75,Hombre,Universitaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Mujer,46,Alajuela,Alajuela,Alajuela,Ninguno,No,Desocupado,No aplica,Soltero (a),Si,46,Mujer,Ninguno,No remunerado,Si,Si,Cemento (Pulido o no Pulido),No,Uno,Uno,Ninguno,No,No,No,No,No,No,No,No,No,Prefiero no decirlo,No,No,Más 3 meses,No,No
Hombre,59,Alajuela,San Carlos,Quesada,Primaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,59,Hombre,Primaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,No,No,No,No,No,Si,Si,Heterosexual,Si,No,Ayer,No,Si
Mujer,23,Guanacaste,Liberia,Nacascolo,Secundaria Completa,No,Ama de casa,No aplica,Casado (a)'/' Unión Libre,No,40,Hombre,Secundaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Madera,No,Tres,Uno,Ninguno,Si,Si,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,36,Alajuela,Alajuela,Alajuela,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,36,Mujer,Secundaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,No,No,Si,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,No
Hombre,60,San José,Goicoechea,Guadalupe,Universitaria Incompleta,Si,Ocupado,Presencial,Separado(a) '/' Divorciado (a),Si,60,Hombre,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Cuatro,Dos,Si,Si,Si,Si,No,No,Si,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,35,San José,Goicoechea,San Francisco,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,35,Hombre,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Ninguno,Si,Si,Si,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,32,San José,San José,Zapote,Posgrado,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,32,Hombre,Posgrado,Directivos y Gerentes,Si,Si,Mármol,Si,Tres,Dos,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,53,San José,Montes de Oca,San Pedro,Secundaria Completa,No,Jubilado '/' pensionado,No aplica,Soltero (a),Si,53,Hombre,Secundaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,No,No
Hombre,40,San José,Tarrazú,San Marcos,Primaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,40,Hombre,Primaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cemento (Pulido o no Pulido),No,Uno,Uno,Ninguno,No,No,No,No,No,No,No,No,Si,Prefiero no decirlo,No,No,Más de 30 días a 3 meses,No,No
Mujer,30,Alajuela,Orotina,Ceiba,Secundaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,30,Mujer,Secundaria Completa,Personal de apoyo administrativo,Si,Si,Madera,No,Dos,Ninguno,Ninguno,Si,No,No,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,54,San José,Escazú,Escazú,Posgrado,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,54,Hombre,Posgrado,"Nivel profesional, científico e intelectual",No,Si,Cemento (Pulido o no Pulido),Si,Dos,Dos,Uno,Si,Si,Si,Si,Si,No,Si,Si,Si,Heterosexual,Si,No,Ayer,Si,Si
Hombre,36,Alajuela,Grecia,Grecia,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,36,Hombre,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,No,Si,Si,Si,Si,Si,Heterosexual,Si,No,Ayer,Si,Si
Mujer,43,San José,Alajuelita,Alajuelita,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,43,Mujer,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Uno,No,Si,Si,Si,Si,Si,Si,Si,Si,Prefiero no decirlo,Si,Si,Ayer,Si,Si
Hombre,49,Cartago,La Unión,San Diego,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,49,Hombre,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,Si,Si,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,22,San José,Montes de Oca,Sabanilla,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),Si,22,Hombre,Universitaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,Si,Uno,Uno,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,No
Hombre,52,San José,Goicoechea,Guadalupe,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,52,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Tierra,Si,Cuatro,Cuatro,Cuatro,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,41,San José,Curridabat,Curridabat,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,41,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Seis,Dos,Uno,No,Si,No,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,40,San José,San José,Zapote,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,40,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Tres,Dos,Uno,Si,Si,Si,Si,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,38,San José,Desamparados,Desamparados,Posgrado,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,38,Hombre,Posgrado,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Dos,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,34,San José,Curridabat,Granadilla,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,34,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cinco,Uno,Uno,No,Si,No,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,50,San José,Goicoechea,Guadalupe,Secundaria Incompleta,No,Desocupado,No aplica,Soltero (a),Si,50,Hombre,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Mujer,32,Limón,Limón,Limón,Secundaria Incompleta,No,Jubilado '/' pensionado,No aplica,Viudo (a),No,32,Mujer,Secundaria Incompleta,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Ninguno,No,Si,No,Si,No,No,No,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,No
Hombre,63,San José,Tibás,San Juan,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,63,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",No,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,No,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,65,San José,Santa Ana,Pozos,Secundaria Completa,No,Jubilado '/' pensionado,No aplica,Casado (a)'/' Unión Libre,Si,65,Hombre,Secundaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,Si,Si,No,Si,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,37,San José,Desamparados,Damas,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),No,68,Hombre,Universitaria Completa,Pensionados,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,Si,Dos,Uno,Ninguno,No,Si,No,Si,Si,Si,Si,Si,No,Heterosexual,No,No,Más de 30 días a 3 meses,Si,Si
Hombre,24,San José,Santa Ana,Piedades,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,67,Hombre,Posgrado,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,Si,Uno,Uno,Ninguno,No,No,No,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,30,San José,Desamparados,Desamparados,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,30,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Madera,Si,Cuatro,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Prefiero no decirlo,Si,Si,Más de 30 días a 3 meses,Si,Si
Hombre,36,San José,Tibás,León XIII,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,36,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,No,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,Si,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,No
Hombre,74,Puntarenas,Coto Brus,San Vito,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,74,Hombre,Universitaria Incompleta,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Uno,No,No,No,No,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,34,Heredia,Heredia,Heredia,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,34,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Uno,Si,Si,No,Si,Si,No,Si,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,No
Hombre,19,Guanacaste,Liberia,Liberia,Primaria Completa,No,Desocupado,No aplica,Soltero (a),Si,19,Hombre,Primaria Completa,Estudiantes,No,Si,Cemento (Pulido o no Pulido),Si,Dos,Uno,Ninguno,No,No,No,Si,No,No,Si,No,No,Heterosexual,Si,Si,Ayer,Si,Si
Mujer,20,San José,San José,Uruca,Universitaria Incompleta,No,Ama de casa,No aplica,Soltero (a),No,47,Hombre,Secundaria Completa,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,Si,Si,No,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,48,Puntarenas,Puntarenas,Arancibia,Primaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,48,Hombre,Primaria Completa,Desocupados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,Si,No,No,No,No,No,Si,Si,Prefiero no decirlo,Si,No,Ayer,Si,Si
Hombre,47,San José,Mora,Tabarcia,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,47,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,No,No,Si,No,Si,Si,Si,Heterosexual,Si,Si,Hace 16 a 30 días,Si,Si
Mujer,35,Alajuela,Alajuela,Alajuela,Secundaria Completa,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,35,Mujer,Secundaria Completa,Desocupados,Si,Si,Madera,No,Tres,Uno,Ninguno,No,Si,No,No,No,Si,No,Si,Si,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,36,San José,Mora,Colón,Secundaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,36,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,Si,No,No,No,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,23,San José,Santa Ana,Pozos,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),Si,23,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Uno,Ninguno,Si,Si,No,Si,No,No,Si,Si,No,Homosexual,No,No,Ayer,Si,Si
Mujer,17,Puntarenas,Corredores,La Cuesta,Secundaria Incompleta,No,Estudiante,No aplica,Soltero (a),No,50,Hombre,Ninguno,Estudiantes,No,No,Madera,No,Dos,Dos,Uno,Si,Si,No,No,Si,No,No,Si,No,Prefiero no decirlo,Si,No,Ayer,Si,No
